year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major,sex,race,residence_type,family_living_location_when_sixteen,family_income_when_sixteen,born_in_US,number_grandparents_born_outside_US,total_family_income,region_of_interview,party_id,remember_voting_in_2016,Hillary_or_Trump,if_you__would_have_ voted_who_for,political_views,money_space_exploration_program,money_improve_protect_environment,money_improve_protect_health,money_helping_bigcities,money_decrease_crime,money_addressing_drug_addiction,money_improving_education,money_improving_conditions_blacks,money_national_defense,money_on_foreign_aid,money_on_welfare,should_gov_reduce_income_inequality,permit_to_buy_gun,should be legal_marijuana,attend_religious_services,happiness,personal_health,sex_education_public_schools,premarital_sex,sometimes_hard_spanking_child_necessary,gun_in_home,read_newspaper
2022,1755,keeping house,NA,someone else,married,1,3,32,23,16,bachelors,nursing,FEMALE,WHITE,suburb near large city,east north central,above average,yes,0,$90k to $110k,east north central,Republican,voted,Didn't vote,Other,slightly conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,favor,should not be legal,every week,very happy,excellent,NA,NA,NA,yes,NA
2022,1756,full time,37,someone else,divorced,0,2,NA,15,12,high school,NA,NA,BLACK,medium-sized city (50-250k),east north central,NA,NA,NA,NA,east north central,Independent,voted,Clinton,NA,moderate/middle of road,too much,too little,too little,too much,too little,about right,too little,about right,too much,too much,too much,4,NA,NA,every week,pretty happy,good,in favor,wrong only sometimes,agree,NA,once a week
2022,1757,full time,32,someone else,never married,6,0,23,NA,11,less than high school,NA,MALE,BLACK,large city (over 250k),east north central,below average,yes,0,NA,east north central,Independent/Democrat,ineligible,NA,Clinton,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,favor,NA,never,pretty happy,excellent,oppose,not wrong at all,agree,yes,less than once a week
2022,1758,full time,40,someone else,never married,0,0,24,NA,16,bachelors,nursing,FEMALE,WHITE,suburb near large city,east north central,below average,yes,2,$60k to $75k,east north central,Republican,ineligible,NA,Trump,conservative,too much,too little,too little,about right,too little,too little,too little,too much,about right,too much,too much,NA,favor,NA,every week,pretty happy,good,in favor,always wrong,agree,no,never
2022,1759,part time,15,self-employed,married,2,1,77,39,19,graduate,law,MALE,WHITE,farm,east north central,below average,yes,0,"$170,000 or over",east north central,Democrat,voted,Clinton,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,oppose,should not be legal,about once or twice a year,pretty happy,excellent,NA,NA,NA,yes,NA
2022,1760,full time,40,someone else,divorced,4,2,54,29,16,bachelors,sociology,FEMALE,WHITE,large city (over 250k),east north central,average,yes,0,$30k-$35k,east north central,Democrat,voted,Clinton,NA,liberal,too much,too little,too little,too little,about right,too little,too little,too little,too much,too little,about right,2,NA,NA,less than once a year,not too happy,good,in favor,not wrong at all,disagree,NA,never
2022,1761,full time,40,someone else,never married,2,0,28,NA,19,graduate,law,FEMALE,WHITE,small city or town,east north central,average,yes,0,$50k to $60k,east north central,Other,did not vote,NA,Clinton,extremely liberal,too much,too little,too little,too little,too much,too little,too little,too little,too much,too much,too little,NA,favor,NA,never,not too happy,fair,in favor,not wrong at all,strongly disagree,no,few times a week
2022,1762,keeping house,NA,someone else,widowed,5,3,69,16,12,high school,NA,FEMALE,BLACK,medium-sized city (50-250k),east south atlantic,average,yes,0,$12.5k to $15k,east north central,Independent/Democrat,did not vote,NA,Clinton,slightly conservative,too much,too little,too little,too little,too little,too little,too little,too little,about right,too much,too little,7,NA,should be legal,about once a month,pretty happy,poor,in favor,not wrong at all,agree,NA,once a week
2022,1763,in school,NA,someone else,married,6,0,71,NA,17,graduate,education,FEMALE,WHITE,large city (over 250k),east north central,average,yes,2,$30k-$35k,east north central,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,every week,not too happy,good,oppose,always wrong,agree,NA,never
2022,1764,other,NA,someone else,widowed,3,3,56,20,14,high school,NA,MALE,WHITE,open country but not a farm,east north central,average,yes,0,under $1k,east north central,Republican,voted,Trump,NA,conservative,too much,too little,too little,about right,too little,about right,too little,too much,too little,too much,too little,NA,favor,NA,less than once a year,not too happy,fair,in favor,not wrong at all,strongly agree,yes,never
2022,1765,keeping house,NA,someone else,never married,3,3,28,23,12,high school,NA,MALE,WHITE,small city or town,east north central,average,yes,1,$40k to $50k,east north central,Other,voted,Other,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,favor,should be legal,less than once a year,pretty happy,fair,NA,NA,NA,no,NA
2022,1766,full time,40,someone else,divorced,2,4,46,25,12,high school,NA,MALE,WHITE,suburb near large city,middle atlantic,below average,no,4,$40k to $50k,east north central,Democrat,voted,Trump,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,favor,should be legal,about once or twice a year,not too happy,good,NA,NA,NA,yes,NA
2022,1767,full time,82,self-employed,never married,3,0,45,NA,12,high school,NA,MALE,WHITE,small city or town,east north central,above average,yes,0,$50k to $60k,east north central,Independent/Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,should not be legal,about once or twice a year,not too happy,good,oppose,not wrong at all,strongly agree,NA,never
2022,1768,full time,60,someone else,never married,2,8,43,23,12,less than high school,NA,MALE,WHITE,open country but not a farm,mountain,far above average,yes,0,$50k to $60k,east north central,Republican,voted,Trump,NA,moderate/middle of road,too little,too little,too little,too much,about right,about right,too little,NA,about right,too much,too much,NA,oppose,NA,never,not too happy,excellent,in favor,not wrong at all,strongly agree,yes,few times a week
2022,1769,full time,40,someone else,never married,8,5,43,19,12,high school,NA,MALE,BLACK,large city (over 250k),east north central,below average,yes,0,$75k to $90k,east north central,Other,voted,Clinton,NA,conservative,too much,too little,too little,too little,too little,too little,too little,too little,about right,about right,about right,NA,oppose,NA,never,pretty happy,good,oppose,not wrong at all,strongly agree,yes,never
2022,1770,part time,20,someone else,married,3,2,67,30,12,high school,NA,MALE,WHITE,suburb near large city,middle atlantic,average,yes,0,$60k to $75k,east north central,Republican,voted,Trump,NA,conservative,about right,too much,too little,too little,too little,too much,too little,about right,too little,too much,too much,4,NA,should be legal,every week,pretty happy,good,in favor,always wrong,strongly agree,NA,never
2022,1771,in school,NA,someone else,divorced,6,1,74,17,12,high school,NA,FEMALE,WHITE,small city or town,east north central,below average,yes,0,$30k-$35k,east north central,Independent/Republican,did not vote,NA,Trump,moderate/middle of road,too much,too little,too little,too little,too little,too little,too little,too little,too little,too little,too much,NA,oppose,NA,never,not too happy,good,in favor,not wrong at all,strongly agree,yes,never
2022,1772,in school,NA,someone else,married,4,2,85,20,12,high school,NA,FEMALE,WHITE,open country but not a farm,east north central,below average,yes,0,$30k-$35k,east north central,Democrat,voted,Clinton,NA,slightly conservative,about right,too little,about right,too much,about right,too much,about right,too much,about right,too much,too much,3,NA,NA,nearly every week,very happy,fair,in favor,wrong only sometimes,disagree,NA,once a week
2022,1773,unemployed,NA,someone else,divorced,2,2,45,34,16,bachelors,business administration,MALE,WHITE,medium-sized city (50-250k),new england,NA,yes,0,NA,east north central,Democrat,voted,Clinton,NA,liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,should be legal,2-3 times a month,not too happy,poor,in favor,not wrong at all,strongly disagree,NA,never
2022,1774,full time,65,someone else,married,0,1,50,23,14,associate,criminology/criminal science,MALE,WHITE,medium-sized city (50-250k),east north central,average,yes,0,"$170,000 or over",east north central,Republican,voted,Trump,NA,slightly conservative,about right,about right,too little,too much,too little,about right,too little,too much,about right,too much,too much,5,NA,NA,several times a year,pretty happy,good,in favor,not wrong at all,agree,NA,every day
2022,1775,keeping house,NA,someone else,never married,0,2,28,25,10,high school,NA,FEMALE,WHITE,small city or town,east north central,average,yes,0,NA,east north central,Independent/Republican,did not vote,NA,Trump,conservative,about right,too little,too little,about right,too little,too little,too little,about right,about right,about right,about right,NA,favor,NA,never,very happy,good,in favor,not wrong at all,strongly agree,yes,never
2022,1776,in school,NA,someone else,married,6,3,72,23,15,high school,NA,MALE,WHITE,small city or town,east north central,average,yes,0,$75k to $90k,east north central,Independent/Democrat,voted,Clinton,NA,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,less than once a year,pretty happy,good,in favor,not wrong at all,disagree,NA,every day
2022,1777,in school,NA,someone else,married,2,1,70,22,16,bachelors,theology,FEMALE,WHITE,open country but not a farm,east north central,average,yes,0,$40k to $50k,east north central,Independent,did not vote,NA,Other,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,should not be legal,2-3 times a month,pretty happy,good,in favor,wrong only sometimes,agree,NA,never
2022,1778,in school,NA,someone else,married,1,0,69,NA,18,graduate,social sciences,MALE,WHITE,medium-sized city (50-250k),east north central,above average,yes,0,$75k to $90k,east north central,Democrat,voted,Clinton,NA,liberal,about right,about right,about right,about right,too little,about right,too little,too little,about right,too much,about right,4,oppose,should be legal,never,pretty happy,good,NA,NA,NA,yes,NA
2022,1779,part time,28,self-employed,divorced,1,1,69,17,12,high school,NA,MALE,WHITE,open country but not a farm,east north central,average,yes,0,$35k to $40k,east north central,Independent/Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,oppose,NA,never,not too happy,good,NA,NA,NA,yes,NA
2022,1780,full time,12,someone else,never married,2,1,30,18,11,high school,NA,FEMALE,BLACK,small city or town,east north central,average,yes,0,NA,east north central,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,should be legal,NA,pretty happy,good,in favor,always wrong,strongly disagree,NA,never
2022,1781,in school,NA,someone else,divorced,2,4,76,19,16,bachelors,engineering,FEMALE,WHITE,small city or town,east north central,average,yes,0,$35k to $40k,east north central,Independent,voted,Didn't vote,Other,slightly conservative,about right,too little,too little,about right,too little,too little,too little,about right,too little,too much,too much,3,favor,NA,less than once a year,not too happy,good,NA,NA,NA,no,NA
2022,1782,in school,NA,someone else,married,10,3,89,41,13,high school,NA,MALE,BLACK,farm,east south atlantic,below average,yes,0,NA,east north central,Independent,NA,NA,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,oppose,NA,about once or twice a year,pretty happy,fair,NA,NA,NA,no,NA
2022,1783,NA,NA,NA,married,4,0,66,NA,12,high school,NA,FEMALE,WHITE,small city or town,east north central,average,yes,0,$50k to $60k,east north central,Independent/Democrat,voted,Clinton,NA,moderate/middle of road,too much,too little,too little,too little,too little,too little,too little,too little,about right,too much,about right,2,NA,NA,every week,very happy,excellent,in favor,not wrong at all,agree,NA,never
2022,1784,full time,44,someone else,never married,2,0,24,NA,16,bachelors,food science/nutrition/culinary arts,FEMALE,WHITE,suburb near large city,east north central,far above average,yes,0,$40k to $50k,east north central,Republican,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oppose,NA,several times a year,pretty happy,excellent,in favor,not wrong at all,strongly agree,yes,never
2022,1785,full time,50,someone else,never married,4,0,30,NA,16,associate,mechanic/machine trade,MALE,WHITE,medium-sized city (50-250k),new england,below average,yes,0,$75k to $90k,east north central,Independent/Democrat,did not vote,NA,Other,slightly liberal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,never,pretty happy,fair,in favor,not wrong at all,agree,NA,less than once a week
2022,1786,full time,0,someone else,married,0,0,26,NA,17,graduate,theology,MALE,WHITE,small city or town,east north central,average,yes,0,$75k to $90k,east north central,Other,voted,Trump,NA,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,oppose,should be legal,nearly every week,not too happy,good,NA,NA,NA,yes,NA
2022,1787,in school,NA,someone else,never married,2,0,60,NA,12,high school,NA,MALE,WHITE,small city or town,east north central,average,yes,NA,NA,east north central,Republican,voted,Trump,NA,moderate/middle of road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,oppose,NA,never,not too happy,excellent,in favor,not wrong at all,agree,yes,never
2022,1788,in school,NA,someone else,married,1,2,69,31,16,bachelors,mathematics,MALE,WHITE,small city or town,east north central,below average,yes,0,$90k to $110k,east north central,Democrat,voted,Clinton,NA,slightly liberal,about right,too little,too little,about right,about right,too much,too little,about right,too much,too much,too much,5,NA,NA,never,pretty happy,excellent,in favor,not wrong at all,disagree,NA,few times a week
2022,1789,part time,20,someone else,never married,3,0,19,NA,12,high school,NA,MALE,WHITE,small city or town,east north central,average,yes,0,NA,east north central,Independent,ineligible,NA,Don't know/can't remember,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,should be legal,about once a month,not too happy,excellent,in favor,wrong only sometimes,agree,NA,never
2022,1790,in school,NA,someone else,never married,1,0,58,NA,17,high school,NA,FEMALE,WHITE,small city or town,east north central,average,yes,0,$130k to $150k,east north central,Democrat,voted,Clinton,NA,slightly liberal,too little,too little,too little,NA,too little,NA,too little,NA,too much,about right,NA,4,oppose,NA,about once or twice a year,very happy,good,NA,NA,NA,no,NA
2022,1791,full time,40,self-employed,married,1,2,26,21,12,high school,NA,FEMALE,WHITE,small city or town,east north central,below average,yes,0,$12.5k to $15k,east north central,Independent/Republican,did not vote,NA,Trump,extremely conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,oppose,NA,never,very happy,good,NA,NA,NA,no,NA
