year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major1,sex,race,residence_type_at16,residence_region_at16,reside_same_state_as16,living_with_parents_at16,family_income_at16,born_in_usa,number_grandparents_born_in_usa,number_in_household,number_in_household_under_six,number_in_household_6to12,number_in_household_13to17,adults,number_in_household_earning_money,total_family_income,region_of_interview,remember_voting_in_2016,Hillary_or_Trump,polviews,spending_on_space_exploration_program,spending_on_environmental_protection,spending_on_national_health,spending_on_bigcity_problems,spending_on_crime,spending_on_drug_addiction,spending_on_education,spending_on_childcare_assistance,spending_on_scientific_research,tax_amount,require_a_permit_before_gun_purchases,should_marijuana_be_legal,religious_preference,happiness,health,how_many_weeks_worked_last_year,ideal_number_children_in_family,sex_ed_in_public_schools,premarital_sex,teen_sex,sometimes_hard_spanking_child_necessary,gun_in_house,adult_hunter_in_household,how_often_read_newspaper,average_day_hours_tv,remember_voting_in_2020,Biden_or_Trump,lonely_without_internet,often_reads_political_opinions_they_disagree_with,often_accesses_nonroutine_political_news_sources,often_tries_to_confirm_info_with_other_sources,how_much_trust_people_met_online_only
2024,2068,retired,iap,someone else,never married,3,0,67,iap,4 years of college,bachelor's,education administration and teaching,female,iap,in open country but not on a farm,midwest,"same state, different city",both own parents,average,yes,none,1,0,0,0,1 adult in household,0,"$8,000 to $9,999",midwest,voted,trump,conservative,too much,too little,don't know,too little,too little,too little,too little,too little,too much,iap,iap,should not be legal,protestant,pretty happy,fair,none or zero,7 or more,oppose,always wrong,always wrong,agree,iap,iap,never,4,voted,trump,neither agree nor disagree,sometimes,sometimes,sometimes,no trust at all
2024,2069,other,iap,someone else,married,3,1,45,19,3 years of college,associate/junior college,business,female,white,in open country but not on a farm,midwest,"same state, different city",father and stepparent,above average,yes,two,2,0,0,0,2,0,"$10,000 to $14,999",midwest,did not vote,iap,conservative,about right,too little,about right,about right,too little,too little,too little,about right,too little,too high,favor,iap,protestant,very happy,good,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2070,keeping house,iap,someone else,married,2,5,38,17 and younger,8th grade,less than high school,iap,female,white,in open country but not on a farm,midwest,"same state, same city",other,below average,yes,iap,iap,iap,iap,iap,2,1,iap,midwest,did not vote,iap,extremely conservative,iap,iap,iap,iap,iap,iap,iap,about right,about right,too low,favor,should be legal,protestant,not too happy,fair,none or zero,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2071,retired,iap,someone else,widowed,1,2,89 or older,30,4 years of college,bachelor's,business,male,white,"in a small city or town (under 50,000)",northeast,different state,both own parents,below average,yes,one,iap,iap,iap,iap,1 adult in household,0,"$25,000 or more",midwest,voted,trump,slightly conservative,iap,iap,iap,iap,iap,iap,iap,don't know,about right,too high,favor,iap,catholic,pretty happy,good,none or zero,as many as you want,oppose,always wrong,always wrong,strongly agree,no,"no, neither r nor spouse hunts",every day,2,voted,trump,disagree,often,rarely,sometimes,no trust at all
2024,2072,working full time,40,someone else,never married,3,0,34,iap,6 years of college,graduate,library science,male,black,"in a medium-size city (50,000-250,000)",south,different state,both own parents,average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",midwest,voted,clinton,"moderate, middle of the road",about right,too little,too little,too little,too little,too little,too little,too little,too little,about right,favor,iap,protestant,pretty happy,good,52,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2073,working full time,41,someone else,married,1,2,52,30,4 years of college,bachelor's,communications,female,white,"in a small city or town (under 50,000)",midwest,"same state, different city",both own parents,average,yes,none,3,0,0,0,3,3 or more,"$25,000 or more",midwest,voted,clinton,liberal,too little,too little,too little,too little,too much,too little,too little,too little,too little,too high,favor,iap,none,pretty happy,good,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2074,retired,iap,someone else,never married,6 or more,0,69,iap,12th grade,high school,iap,male,black,"in a large city (over 250,000)",midwest,different state,father only,average,yes,none,2,0,0,0,2,1,"$25,000 or more",midwest,voted,clinton,slightly liberal,too much,too little,too little,too little,too little,too little,too little,too little,about right,iap,iap,iap,catholic,pretty happy,fair,52,2,favor,not wrong at all,not wrong at all,disagree,iap,iap,never,4,voted,biden,disagree,very often,rarely,often,no trust at all
2024,2075,working full time,0,someone else,married,2,2,42,30,4 years of college,graduate,education administration and teaching,male,white,"in a small city or town (under 50,000)",west,different state,both own parents,average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",midwest,voted,clinton,liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,iap,iap,should not be legal,protestant,very happy,good,31,2,favor,almost always wrong,always wrong,disagree,iap,iap,a few times a week,2,voted,biden,iap,iap,iap,iap,iap
2024,2076,working full time,45,someone else,married,1,2,53,36,8 or more years of college,graduate,computer and information sciences,female,white,"in a medium-size city (50,000-250,000)",foreign,different state,both own parents,below average,no,four,iap,iap,iap,iap,2,2,"$25,000 or more",midwest,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,don't know,too high,favor,should be legal,orthodox-christian,pretty happy,good,52,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2077,working full time,40,someone else,divorced,2,2,43,21,12th grade,high school,iap,male,white,in a suburb near a large city,midwest,"same state, different city",both own parents,average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",midwest,did not vote,iap,liberal,iap,iap,iap,iap,iap,iap,iap,about right,too little,iap,iap,should be legal,catholic,pretty happy,excellent,52,2,favor,not wrong at all,wrong only sometimes,agree,iap,iap,never,1,voted,trump,iap,iap,iap,iap,iap
2024,2078,keeping house,iap,someone else,divorced,1,1,63,17 and younger,12th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",midwest,"same state, same city",both own parents,above average,yes,none,3,0,0,1,2,0,"$15,000 to $19,999",midwest,voted,clinton,"moderate, middle of the road",too little,too little,too little,about right,too little,too little,too little,about right,too little,iap,iap,should be legal,none,pretty happy,fair,none or zero,1,favor,not wrong at all,almost always wrong,agree,iap,iap,never,6,voted,biden,neither agree nor disagree,often,very often,can't choose,2
2024,2079,retired,iap,someone else,married,0,0,63,iap,7 years of college,graduate,engineering,male,white,in a suburb near a large city,midwest,different state,both own parents,average,yes,none,iap,iap,iap,iap,2,0,"$25,000 or more",midwest,voted,skipped on web,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,oppose,iap,protestant,pretty happy,excellent,none or zero,3,favor,wrong only sometimes,always wrong,agree,no,"no, neither r nor spouse hunts",never,2,voted,skipped on web,strongly disagree,often,often,sometimes,3
2024,2080,working part time,16,someone else,divorced,3,2,68,22,6 years of college,graduate,education administration and teaching,male,white,"in a small city or town (under 50,000)",northeast,different state,both own parents,below average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",midwest,voted,clinton,"moderate, middle of the road",about right,too little,too little,too little,too little,about right,too little,about right,too much,iap,iap,should be legal,protestant,pretty happy,good,36,4,favor,not wrong at all,wrong only sometimes,disagree,iap,iap,every day,2,voted,biden,neither agree nor disagree,often,often,very often,2
2024,2081,retired,iap,someone else,married,2,2,74,22,4 years of college,bachelor's,education administration and teaching,male,white,"in a small city or town (under 50,000)",midwest,"same state, different city",both own parents,average,yes,none,2,0,0,0,2,0,"$25,000 or more",midwest,voted,trump,extremely conservative,too much,too much,too much,too much,too little,about right,about right,about right,about right,too high,favor,iap,protestant,very happy,fair,none or zero,2,oppose,always wrong,always wrong,strongly agree,yes,"no, neither r nor spouse hunts",never,7,voted,trump,agree,very often,rarely,sometimes,3
2024,2082,working full time,40,someone else,married,1,4,48,29,1 year of college,high school,iap,male,white,farm,midwest,"same state, different city",both own parents,average,yes,none,8,0,2 or more,1,5,3 or more,iap,midwest,voted,trump,conservative,too much,too much,too much,too little,too little,too little,too much,about right,too much,too high,oppose,iap,protestant,very happy,good,52,as many as you want,oppose,always wrong,always wrong,agree,skipped on web,"no, neither r nor spouse hunts",never,skipped on web,voted,trump,skipped on web,sometimes,skipped on web,skipped on web,no answer
2024,2083,retired,iap,someone else,divorced,4,0,63,iap,12th grade,high school,iap,male,white,in open country but not on a farm,midwest,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",midwest,did not vote,iap,conservative,iap,iap,iap,iap,iap,iap,iap,don't know,don't know,too high,favor,should be legal,protestant,don't know,good,36,iap,iap,iap,iap,iap,refused,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2084,working full time,41,someone else,married,3,2,61,37,4 years of college,bachelor's,environment and natural resources,male,white,farm,midwest,"same state, different city",both own parents,above average,yes,none,iap,iap,iap,iap,3,2,"$25,000 or more",midwest,voted,other candidate,slightly liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,about right,favor,iap,catholic,pretty happy,good,38,2,favor,wrong only sometimes,always wrong,disagree,no,"no, neither r nor spouse hunts",less than once a week,5,voted,biden,neither agree nor disagree,sometimes,rarely,often,4
2024,2085,other,iap,someone else,separated,6 or more,3,56,21,1 year of college,high school,iap,male,white,"in a small city or town (under 50,000)",midwest,"same state, same city",both own parents,average,yes,iap,iap,iap,iap,iap,2,1,"$25,000 or more",midwest,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,about right,about right,favor,iap,protestant,don't know,fair,none or zero,3,favor,wrong only sometimes,almost always wrong,strongly agree,no,"no, neither r nor spouse hunts",never,4,did not vote,iap,neither agree nor disagree,sometimes,rarely,often,3
2024,2086,working full time,40,someone else,never married,1,0,19,iap,12th grade,high school,iap,male,white,in open country but not on a farm,midwest,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,3,3 or more,"$25,000 or more",midwest,ineligible,iap,conservative,iap,iap,iap,iap,iap,iap,iap,too much,about right,too high,oppose,iap,protestant,pretty happy,excellent,40,2,favor,not wrong at all,always wrong,agree,no,"no, neither r nor spouse hunts",never,1,ineligible,iap,strongly disagree,rarely,sometimes,rarely,3
2024,2087,working full time,56,someone else,divorced,1,2,57,25,12th grade,high school,iap,male,other,"in a small city or town (under 50,000)",midwest,"same state, different city",father only,below average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",midwest,voted,trump,"moderate, middle of the road",too much,about right,too much,too much,about right,too little,about right,too little,about right,too high,oppose,iap,protestant,pretty happy,good,52,2,oppose,not wrong at all,always wrong,agree,yes,"no, neither r nor spouse hunts",less than once a week,5,voted,trump,disagree,rarely,sometimes,sometimes,3
2024,2088,working full time,40,someone else,divorced,2,0,57,iap,12th grade,high school,iap,female,white,farm,midwest,different state,both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",midwest,did not vote,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too much,about right,iap,iap,should be legal,christian,pretty happy,excellent,52,2,favor,not wrong at all,don't know,agree,iap,iap,never,3,voted,trump,iap,iap,iap,iap,iap
2024,2089,retired,iap,someone else,widowed,1,2,80,17 and younger,12th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",midwest,"same state, different city",both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,0,"$10,000 to $14,999",midwest,voted,clinton,conservative,iap,iap,iap,iap,iap,iap,iap,don't know,don't know,iap,iap,should be legal,protestant,pretty happy,good,none or zero,2,favor,not wrong at all,almost always wrong,agree,iap,iap,never,12,voted,biden,iap,iap,iap,iap,iap
2024,2090,working full time,40,someone else,never married,4,0,27,iap,6 years of college,bachelor's,computer and information sciences,female,white,"in a medium-size city (50,000-250,000)",midwest,different state,both own parents,far above average,yes,one,1,0,0,0,1 adult in household,1,"$25,000 or more",south,voted,clinton,liberal,too little,too little,too little,too little,about right,too little,too little,too little,about right,too high,favor,should not be legal,none,very happy,good,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2091,working part time,8,someone else,married,1,1,46,39,8 or more years of college,graduate,medical and health sciences and services,female,white,"in a large city (over 250,000)",foreign,different state,both own parents,far above average,no,four,3,0,1,0,2,2,"$10,000 to $14,999",south,voted,clinton,slightly liberal,too much,too little,too little,too little,too little,too little,too little,about right,about right,about right,favor,iap,christian,pretty happy,excellent,50,2,favor,not wrong at all,always wrong,strongly disagree,no,"no, neither r nor spouse hunts",never,2,voted,biden,strongly agree,often,sometimes,rarely,no trust at all
2024,2092,working part time,10,self-employed,married,2,2,67,21,5 years of college,bachelor's,engineering,female,white,"in a large city (over 250,000)",foreign,different state,both own parents,don't know,no,four,2,0,0,0,2,2,"$25,000 or more",south,voted,trump,conservative,don't know,don't know,about right,don't know,about right,too little,too little,too little,about right,iap,iap,should not be legal,orthodox-christian,pretty happy,good,52,3,oppose,not wrong at all,always wrong,agree,iap,iap,never,4,voted,trump,strongly disagree,often,often,often,no trust at all
